feedback,errors,algorithm_used,framework,accuracy,model_identified,security_vulnerabilities,time_complexity,space_complexity,reliability,system_id
French,65,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.38,Mrs,false,O(n log n),O(n),false,71-623-1853
Tswana,6,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.81,Dr,false,O(n log n),O(n),true,35-649-4545
Norwegian,36,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.42,Dr,false,O(n log n),O(n),false,26-225-4216
Chinese,44,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.88,Rev,true,O(n log n),O(n),false,26-569-6743
Irish Gaelic,33,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.53,Mr,true,O(n log n),O(n),false,73-543-5417
Korean,3,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.02,Honorable,false,O(n log n),O(n),true,00-949-5281
Swati,73,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.09,Ms,false,O(n log n),O(n),false,54-131-9022
Fijian,19,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.79,Mr,true,O(n log n),O(n),false,34-766-7276
Polish,19,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.0,Mr,true,O(n log n),O(n),false,93-388-0522
Greek,87,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.83,Mr,false,O(n log n),O(n),true,52-352-6361
Māori,0,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.02,Mr,true,O(n log n),O(n),false,52-705-8240
Arabic,54,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.01,Mr,true,O(n log n),O(n),true,91-559-9943
Northern Sotho,70,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.53,Dr,true,O(n log n),O(n),true,81-980-5987
English,58,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.52,Mrs,false,O(n log n),O(n),false,40-714-4975
Tetum,55,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.7,Honorable,true,O(n log n),O(n),true,66-753-7369
Korean,30,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.2,Ms,false,O(n log n),O(n),true,87-537-7933
Moldovan,40,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.03,Dr,true,O(n log n),O(n),false,99-401-7758
Bulgarian,89,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.14,Rev,true,O(n log n),O(n),false,91-917-3675
Tajik,52,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.92,Mr,true,O(n log n),O(n),false,70-341-7483
Moldovan,47,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.89,Mrs,true,O(n log n),O(n),false,24-141-7353
Zulu,77,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.85,Dr,true,O(n log n),O(n),true,20-863-5480
Sotho,77,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.17,Mrs,true,O(n log n),O(n),true,07-120-7983
Latvian,53,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.26,Rev,true,O(n log n),O(n),false,44-437-0574
Dzongkha,4,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.92,Mr,false,O(n log n),O(n),true,86-393-2890
Romanian,65,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.44,Dr,true,O(n log n),O(n),false,94-015-1806
Czech,97,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.12,Rev,true,O(n log n),O(n),true,30-132-9204
Gujarati,3,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.93,Honorable,false,O(n log n),O(n),true,19-618-3816
Kannada,0,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.84,Honorable,false,O(n log n),O(n),false,93-980-1641
Filipino,75,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.02,Dr,true,O(n log n),O(n),false,31-491-1073
Khmer,5,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.1,Dr,false,O(n log n),O(n),false,77-736-9399
Punjabi,87,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.36,Ms,false,O(n log n),O(n),false,69-679-2372
Marathi,87,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.79,Rev,false,O(n log n),O(n),false,84-712-7000
Greek,29,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.08,Honorable,false,O(n log n),O(n),false,63-154-4660
Malagasy,49,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.94,Rev,true,O(n log n),O(n),true,32-291-7684
Korean,2,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.3,Mrs,true,O(n log n),O(n),false,07-596-1729
Haitian Creole,11,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.75,Mrs,false,O(n log n),O(n),true,58-513-3757
Gagauz,8,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.12,Rev,false,O(n log n),O(n),true,28-926-7275
Hebrew,0,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.21,Honorable,true,O(n log n),O(n),false,60-796-4112
Azeri,1,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.76,Mr,true,O(n log n),O(n),true,96-718-9707
Korean,90,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1.0,Rev,true,O(n log n),O(n),false,00-443-1147
Fijian,33,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.47,Rev,true,O(n log n),O(n),true,85-646-7590
Romanian,24,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.59,Mr,false,O(n log n),O(n),true,92-708-4358
Luxembourgish,42,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.95,Ms,true,O(n log n),O(n),false,90-940-8830
Dhivehi,92,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.46,Rev,true,O(n log n),O(n),false,64-997-3811
Quechua,4,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.97,Mr,false,O(n log n),O(n),false,40-380-9792
Norwegian,45,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.46,Ms,false,O(n log n),O(n),false,70-286-5844
Tamil,22,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.88,Mr,false,O(n log n),O(n),false,23-330-9253
Māori,32,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.48,Ms,true,O(n log n),O(n),true,00-975-0723
Kannada,59,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.75,Mr,true,O(n log n),O(n),false,15-284-2243
Tetum,3,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.72,Rev,false,O(n log n),O(n),false,64-304-2530
New Zealand Sign Language,47,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.15,Dr,false,O(n log n),O(n),true,25-584-3349
English,48,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.41,Mrs,false,O(n log n),O(n),true,31-483-8737
Papiamento,23,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.62,Dr,true,O(n log n),O(n),false,19-931-8851
Dari,32,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.89,Rev,false,O(n log n),O(n),true,60-053-2857
Arabic,21,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.7,Mr,true,O(n log n),O(n),true,36-175-2336
Gujarati,95,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.93,Mrs,true,O(n log n),O(n),true,71-049-6798
French,9,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.88,Mr,true,O(n log n),O(n),false,77-124-8114
Tamil,75,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.77,Ms,true,O(n log n),O(n),false,68-263-4323
Yiddish,42,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.04,Ms,true,O(n log n),O(n),false,44-501-1601
Aymara,18,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.24,Rev,false,O(n log n),O(n),true,35-082-2366
Mongolian,66,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.24,Honorable,true,O(n log n),O(n),true,91-106-5897
Indonesian,43,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.17,Rev,false,O(n log n),O(n),true,31-347-7928
Tsonga,53,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.35,Mr,true,O(n log n),O(n),false,94-552-2835
English,37,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.52,Mrs,true,O(n log n),O(n),true,41-738-7955
Estonian,62,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.57,Dr,true,O(n log n),O(n),true,24-677-3768
Luxembourgish,32,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.97,Mr,true,O(n log n),O(n),false,35-013-1831
Amharic,44,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.28,Mr,false,O(n log n),O(n),true,29-310-7837
Belarusian,83,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.76,Dr,true,O(n log n),O(n),false,53-935-7312
Zulu,77,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.59,Mr,false,O(n log n),O(n),false,02-251-2202
Catalan,58,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.77,Ms,true,O(n log n),O(n),false,84-698-6466
Danish,60,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.5,Ms,false,O(n log n),O(n),true,91-519-4550
Hungarian,31,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.62,Dr,true,O(n log n),O(n),true,54-678-0454
Azeri,24,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.72,Mr,false,O(n log n),O(n),true,48-081-5450
Aymara,76,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.76,Rev,true,O(n log n),O(n),true,69-321-8602
Azeri,57,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.47,Rev,true,O(n log n),O(n),true,73-598-5249
Albanian,36,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.53,Dr,false,O(n log n),O(n),false,07-104-6540
Hiri Motu,47,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.07,Rev,false,O(n log n),O(n),true,80-242-0727
Pashto,29,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.67,Rev,false,O(n log n),O(n),false,41-372-7309
Tajik,49,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.09,Honorable,true,O(n log n),O(n),true,08-518-7991
Northern Sotho,99,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.01,Mr,false,O(n log n),O(n),false,55-305-9882
Malayalam,97,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.42,Mr,false,O(n log n),O(n),false,36-255-4267
Gagauz,71,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.48,Rev,false,O(n log n),O(n),false,01-759-6234
Malay,60,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.32,Honorable,true,O(n log n),O(n),false,69-980-7799
Amharic,1,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.74,Honorable,false,O(n log n),O(n),true,85-774-7163
Afrikaans,55,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.75,Honorable,false,O(n log n),O(n),true,55-870-5987
Albanian,11,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.21,Ms,false,O(n log n),O(n),false,80-260-2735
Bengali,82,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.71,Dr,false,O(n log n),O(n),false,89-106-5509
Ndebele,70,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.99,Dr,false,O(n log n),O(n),true,56-850-3365
Bulgarian,15,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.09,Mr,true,O(n log n),O(n),true,30-765-4778
Kashmiri,61,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.73,Mr,false,O(n log n),O(n),false,29-803-9825
Burmese,29,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.47,Honorable,true,O(n log n),O(n),false,07-888-9323
Fijian,16,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.59,Mrs,true,O(n log n),O(n),false,26-924-4251
Swati,56,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.64,Dr,false,O(n log n),O(n),false,58-038-5323
Bosnian,100,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.11,Dr,true,O(n log n),O(n),false,66-398-1025
Dari,42,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.58,Rev,true,O(n log n),O(n),true,94-583-7466
Luxembourgish,9,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.58,Dr,false,O(n log n),O(n),true,92-065-7937
Catalan,71,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.16,Ms,false,O(n log n),O(n),false,22-060-8076
Macedonian,74,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.64,Ms,false,O(n log n),O(n),true,61-927-1080
Azeri,100,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.68,Dr,false,O(n log n),O(n),true,54-317-7356
Bislama,23,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.08,Mr,true,O(n log n),O(n),true,79-700-8267
Belarusian,58,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.79,Mrs,false,O(n log n),O(n),false,05-690-5110
Nepali,38,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.98,Mr,false,O(n log n),O(n),true,43-806-7029
Amharic,16,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.12,Rev,true,O(n log n),O(n),false,00-352-3380
Romanian,30,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.89,Mr,true,O(n log n),O(n),false,07-691-4609
Fijian,63,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.29,Mrs,true,O(n log n),O(n),true,15-891-3070
New Zealand Sign Language,64,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.84,Mr,true,O(n log n),O(n),true,28-688-5928
Mongolian,70,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.53,Rev,false,O(n log n),O(n),true,02-818-2582
Luxembourgish,86,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.98,Dr,true,O(n log n),O(n),true,15-835-7551
Norwegian,54,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.49,Honorable,true,O(n log n),O(n),true,28-501-7410
Guaraní,87,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.55,Ms,false,O(n log n),O(n),true,42-536-2247
Kurdish,22,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.39,Ms,false,O(n log n),O(n),true,31-566-6379
Khmer,45,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.52,Dr,false,O(n log n),O(n),true,25-400-1840
Kyrgyz,63,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.14,Mrs,true,O(n log n),O(n),true,71-535-0049
Haitian Creole,26,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.55,Mr,false,O(n log n),O(n),true,61-852-4941
Czech,0,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.65,Dr,false,O(n log n),O(n),false,26-488-2525
Italian,65,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.65,Mrs,true,O(n log n),O(n),true,24-053-0258
Belarusian,97,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.87,Mr,true,O(n log n),O(n),false,36-727-5823
Somali,93,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.71,Rev,true,O(n log n),O(n),true,64-454-8321
Maltese,19,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.55,Mr,false,O(n log n),O(n),false,59-900-9139
West Frisian,51,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.89,Rev,true,O(n log n),O(n),true,94-952-8921
Dhivehi,84,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.55,Ms,false,O(n log n),O(n),true,36-575-8025
Catalan,63,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.19,Mr,false,O(n log n),O(n),false,97-584-5444
Lao,57,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.74,Mrs,false,O(n log n),O(n),false,80-382-9256
Persian,95,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.63,Mrs,false,O(n log n),O(n),false,22-327-9163
Latvian,46,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.48,Honorable,false,O(n log n),O(n),false,85-310-8159
Croatian,99,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.65,Ms,true,O(n log n),O(n),true,17-890-9274
Kannada,71,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.46,Mrs,false,O(n log n),O(n),false,09-370-8615
Kurdish,12,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.33,Ms,true,O(n log n),O(n),false,15-597-0763
Belarusian,29,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.7,Honorable,true,O(n log n),O(n),true,67-325-6509
Tswana,17,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.91,Rev,false,O(n log n),O(n),true,04-549-7419
Korean,69,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.18,Honorable,true,O(n log n),O(n),false,76-197-1445
Indonesian,46,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.65,Ms,true,O(n log n),O(n),false,70-457-5706
Hebrew,89,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.28,Dr,false,O(n log n),O(n),false,08-210-2976
Māori,77,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.09,Mrs,true,O(n log n),O(n),false,52-107-5019
Dzongkha,85,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.54,Rev,true,O(n log n),O(n),false,70-500-5693
Gujarati,65,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.1,Ms,true,O(n log n),O(n),false,43-802-8858
Chinese,36,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.17,Rev,true,O(n log n),O(n),true,95-737-9706
Montenegrin,30,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.08,Ms,false,O(n log n),O(n),false,22-540-9803
Lithuanian,9,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.47,Ms,true,O(n log n),O(n),false,13-526-5659
French,16,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.49,Ms,true,O(n log n),O(n),false,15-346-4926
German,93,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.09,Dr,false,O(n log n),O(n),false,08-806-9832
Marathi,92,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.92,Mr,false,O(n log n),O(n),false,84-312-2838
Bosnian,78,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.74,Rev,false,O(n log n),O(n),false,96-154-8946
Albanian,78,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.29,Ms,false,O(n log n),O(n),true,55-842-8194
Japanese,79,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.98,Rev,true,O(n log n),O(n),false,44-341-3822
Punjabi,22,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.84,Honorable,false,O(n log n),O(n),false,25-855-3047
Yiddish,42,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.39,Dr,true,O(n log n),O(n),false,42-374-1968
New Zealand Sign Language,17,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.56,Honorable,true,O(n log n),O(n),true,82-047-6962
Dari,92,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.91,Rev,true,O(n log n),O(n),true,73-256-8143
Latvian,80,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.28,Honorable,false,O(n log n),O(n),false,32-620-0833
Bislama,4,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.77,Mrs,false,O(n log n),O(n),false,77-859-8699
Italian,85,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.53,Mrs,true,O(n log n),O(n),false,59-405-0726
Lao,93,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.58,Mrs,false,O(n log n),O(n),false,02-659-6851
Maltese,33,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.02,Honorable,true,O(n log n),O(n),false,94-896-9807
Tswana,20,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.6,Mr,false,O(n log n),O(n),true,83-483-3998
Moldovan,84,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.29,Ms,true,O(n log n),O(n),true,83-793-0217
Hungarian,75,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.59,Honorable,false,O(n log n),O(n),true,01-223-5762
Quechua,61,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.3,Mr,false,O(n log n),O(n),false,12-790-2641
Macedonian,59,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.18,Mrs,true,O(n log n),O(n),false,81-677-9189
Irish Gaelic,91,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.82,Honorable,true,O(n log n),O(n),true,56-622-6059
Hebrew,8,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.79,Ms,false,O(n log n),O(n),true,19-732-5411
Guaraní,75,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.47,Dr,false,O(n log n),O(n),true,65-119-5795
Latvian,93,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.81,Ms,false,O(n log n),O(n),false,37-382-3104
Haitian Creole,90,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.23,Ms,false,O(n log n),O(n),false,99-814-5229
Kyrgyz,80,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.74,Rev,false,O(n log n),O(n),false,47-995-1231
Hungarian,42,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.89,Ms,true,O(n log n),O(n),false,22-297-6401
Bengali,14,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.58,Mr,true,O(n log n),O(n),true,20-101-5229
Indonesian,61,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.03,Honorable,false,O(n log n),O(n),true,74-644-3754
Chinese,34,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.03,Dr,false,O(n log n),O(n),true,49-526-1668
Haitian Creole,84,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.6,Mrs,false,O(n log n),O(n),true,00-080-0929
Belarusian,82,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.47,Rev,false,O(n log n),O(n),false,35-283-8487
Portuguese,42,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.96,Mrs,false,O(n log n),O(n),false,59-807-5277
Tok Pisin,73,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.81,Ms,true,O(n log n),O(n),true,78-372-7224
Hindi,4,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.57,Mr,true,O(n log n),O(n),true,72-167-6710
Malagasy,17,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.69,Mr,false,O(n log n),O(n),false,10-688-8940
Czech,68,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.27,Honorable,false,O(n log n),O(n),true,27-374-5530
Quechua,64,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.15,Rev,true,O(n log n),O(n),false,82-491-6802
Mongolian,71,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.65,Mr,true,O(n log n),O(n),true,85-598-2061
Azeri,45,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.84,Honorable,true,O(n log n),O(n),true,32-807-7664
Gujarati,59,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.97,Rev,true,O(n log n),O(n),true,48-780-1421
Haitian Creole,19,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.2,Dr,true,O(n log n),O(n),true,27-500-1081
Kashmiri,6,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.37,Rev,false,O(n log n),O(n),false,17-337-2540
Assamese,91,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,1.0,Ms,false,O(n log n),O(n),true,44-627-0393
Kyrgyz,6,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.07,Honorable,false,O(n log n),O(n),false,71-519-7560
West Frisian,78,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.01,Dr,true,O(n log n),O(n),false,16-921-2065
Pashto,12,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.1,Rev,false,O(n log n),O(n),true,33-958-3156
Czech,90,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.17,Mrs,true,O(n log n),O(n),true,15-401-8981
Swahili,78,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.99,Mr,true,O(n log n),O(n),true,41-270-7111
Tamil,51,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.76,Mrs,true,O(n log n),O(n),false,81-161-7410
Arabic,19,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.42,Rev,true,O(n log n),O(n),false,92-620-8455
Malay,74,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.87,Ms,false,O(n log n),O(n),false,85-779-3947
