feedback,errors,algorithm_used,framework,accuracy,model_identified,security_vulnerabilities,time_complexity,space_complexity,reliability,system_id
Mongolian,91,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.86,Rev,false,O(n log n),O(n),true,07-276-3069
Mongolian,83,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.32,Honorable,true,O(n log n),O(n),true,34-842-1447
Danish,70,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.74,Ms,true,O(n log n),O(n),true,50-299-8256
Hungarian,35,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.06,Mrs,true,O(n log n),O(n),true,22-499-9785
Fijian,21,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.01,Mr,false,O(n log n),O(n),false,10-957-7627
Telugu,6,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.79,Rev,false,O(n log n),O(n),false,59-893-0392
Hebrew,81,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.31,Ms,true,O(n log n),O(n),true,07-397-7515
Nepali,65,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.22,Mrs,true,O(n log n),O(n),false,84-011-5995
Norwegian,10,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.37,Mr,true,O(n log n),O(n),false,41-863-8813
Japanese,8,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.89,Dr,false,O(n log n),O(n),true,75-740-6263
Macedonian,2,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.07,Dr,false,O(n log n),O(n),false,53-012-7610
Bislama,26,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.5,Mrs,true,O(n log n),O(n),false,97-643-9204
Georgian,13,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.0,Dr,false,O(n log n),O(n),true,89-991-8423
Punjabi,85,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.98,Mr,false,O(n log n),O(n),true,41-916-3410
Moldovan,27,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.06,Mr,true,O(n log n),O(n),false,89-405-5367
Ndebele,62,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.52,Mr,true,O(n log n),O(n),true,56-171-5318
Albanian,97,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.97,Dr,false,O(n log n),O(n),true,85-930-9322
Kurdish,66,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.48,Rev,false,O(n log n),O(n),false,49-727-8193
Swahili,9,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.81,Dr,true,O(n log n),O(n),false,75-887-5000
Hindi,44,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.16,Honorable,false,O(n log n),O(n),false,80-196-5513
Swedish,9,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.38,Honorable,true,O(n log n),O(n),true,08-627-8797
Hebrew,57,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.12,Honorable,false,O(n log n),O(n),true,97-537-3640
Dutch,58,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.69,Rev,true,O(n log n),O(n),false,28-062-8486
Romanian,16,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.67,Ms,true,O(n log n),O(n),true,41-826-9407
Gagauz,79,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.17,Honorable,true,O(n log n),O(n),false,01-168-9144
Portuguese,53,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.53,Ms,true,O(n log n),O(n),false,53-204-8006
Bislama,11,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.37,Rev,true,O(n log n),O(n),true,35-458-1623
Hindi,60,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.62,Rev,false,O(n log n),O(n),true,16-952-4300
Danish,88,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.77,Rev,false,O(n log n),O(n),false,96-359-3700
Swahili,36,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.06,Mr,false,O(n log n),O(n),true,67-729-6657
Aymara,97,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.01,Ms,true,O(n log n),O(n),false,70-794-0025
Estonian,74,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.71,Ms,false,O(n log n),O(n),true,20-551-6426
Dhivehi,94,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.73,Rev,false,O(n log n),O(n),true,05-477-8371
Hindi,64,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.8,Ms,true,O(n log n),O(n),true,57-142-6422
Japanese,96,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.94,Rev,false,O(n log n),O(n),true,97-757-6367
Pashto,53,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.52,Mr,false,O(n log n),O(n),true,45-718-2592
Romanian,80,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.45,Rev,true,O(n log n),O(n),true,49-924-4225
Fijian,25,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.48,Mr,true,O(n log n),O(n),false,26-778-0299
Māori,54,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.05,Rev,false,O(n log n),O(n),false,02-665-7252
Georgian,84,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.22,Mr,true,O(n log n),O(n),false,44-569-7474
English,92,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.69,Rev,false,O(n log n),O(n),false,55-748-8714
Swedish,22,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.41,Ms,false,O(n log n),O(n),true,59-249-1770
Arabic,87,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.75,Mrs,false,O(n log n),O(n),true,22-146-2066
Italian,28,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.25,Mrs,false,O(n log n),O(n),true,18-368-5353
Malagasy,84,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.91,Ms,true,O(n log n),O(n),true,28-880-2014
Tswana,35,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.28,Rev,true,O(n log n),O(n),false,92-837-6489
Tok Pisin,65,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.9,Rev,true,O(n log n),O(n),true,22-781-7768
Nepali,27,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.17,Mr,false,O(n log n),O(n),false,75-472-6982
Macedonian,90,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.35,Dr,true,O(n log n),O(n),false,66-101-0684
Spanish,50,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.48,Honorable,true,O(n log n),O(n),true,72-797-2254
Montenegrin,96,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.37,Honorable,true,O(n log n),O(n),true,66-270-2492
Albanian,31,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.89,Honorable,true,O(n log n),O(n),true,77-160-4891
Telugu,46,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.18,Dr,true,O(n log n),O(n),false,29-907-5852
Latvian,41,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.29,Mr,false,O(n log n),O(n),true,98-701-3188
West Frisian,73,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.01,Dr,false,O(n log n),O(n),true,21-460-1516
Marathi,90,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.65,Dr,true,O(n log n),O(n),false,41-451-6432
Khmer,53,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.28,Mr,false,O(n log n),O(n),false,05-047-7507
Japanese,60,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.85,Mrs,false,O(n log n),O(n),false,65-396-4261
Luxembourgish,29,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.23,Honorable,false,O(n log n),O(n),true,21-048-3872
Mongolian,49,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.5,Mr,false,O(n log n),O(n),true,18-377-8264
Yiddish,0,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.3,Mrs,false,O(n log n),O(n),true,52-299-8264
Greek,50,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.38,Dr,true,O(n log n),O(n),true,30-260-3651
Tajik,72,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.33,Rev,false,O(n log n),O(n),false,40-800-8216
Fijian,80,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.37,Mrs,true,O(n log n),O(n),true,56-314-6778
Macedonian,91,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.69,Rev,false,O(n log n),O(n),false,25-953-8321
Swedish,93,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.83,Mrs,true,O(n log n),O(n),false,27-357-4434
Maltese,58,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.25,Rev,false,O(n log n),O(n),false,30-667-8343
Gujarati,51,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.6,Ms,true,O(n log n),O(n),false,97-796-1825
Korean,89,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.6,Honorable,false,O(n log n),O(n),false,46-259-5795
Pashto,37,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.25,Mr,true,O(n log n),O(n),false,65-176-5101
Catalan,61,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.9,Dr,false,O(n log n),O(n),true,50-916-1164
Quechua,37,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.91,Honorable,true,O(n log n),O(n),false,52-692-0183
Nepali,86,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.65,Mrs,false,O(n log n),O(n),false,44-818-6702
Norwegian,45,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.9,Honorable,true,O(n log n),O(n),true,03-898-9572
Azeri,12,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.68,Mr,true,O(n log n),O(n),false,73-405-4217
Pashto,42,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.82,Mr,true,O(n log n),O(n),true,91-622-3892
Thai,34,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.57,Rev,false,O(n log n),O(n),false,35-432-4553
Papiamento,12,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.36,Ms,false,O(n log n),O(n),false,51-594-5737
Ndebele,41,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.49,Mrs,false,O(n log n),O(n),true,79-982-1323
Bislama,87,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.75,Honorable,true,O(n log n),O(n),true,12-534-0668
Pashto,86,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.48,Ms,false,O(n log n),O(n),true,66-971-2527
Belarusian,33,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.14,Dr,false,O(n log n),O(n),true,64-325-8065
Finnish,92,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.88,Rev,false,O(n log n),O(n),true,07-806-3270
Papiamento,70,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.38,Honorable,false,O(n log n),O(n),true,88-749-5796
Hindi,72,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.76,Ms,true,O(n log n),O(n),false,65-779-2695
Pashto,63,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.66,Mr,false,O(n log n),O(n),true,58-754-9091
Dhivehi,37,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.39,Mr,false,O(n log n),O(n),false,07-589-7423
French,48,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.96,Dr,false,O(n log n),O(n),true,10-448-6501
Danish,5,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.29,Ms,true,O(n log n),O(n),true,73-187-5685
Korean,12,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.54,Rev,true,O(n log n),O(n),false,72-452-3685
Hindi,38,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.45,Mr,false,O(n log n),O(n),true,57-287-8040
Chinese,42,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.43,Honorable,true,O(n log n),O(n),false,53-017-5483
Māori,17,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.18,Honorable,false,O(n log n),O(n),false,07-428-0763
Khmer,90,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.5,Mr,false,O(n log n),O(n),false,38-506-8234
Somali,86,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.3,Honorable,false,O(n log n),O(n),false,84-994-0540
Oriya,24,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.67,Mr,false,O(n log n),O(n),false,87-499-8606
Croatian,1,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.44,Honorable,false,O(n log n),O(n),false,24-932-2361
New Zealand Sign Language,44,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.42,Mrs,false,O(n log n),O(n),false,93-045-8655
Dutch,69,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.03,Mrs,true,O(n log n),O(n),true,35-765-1365
Norwegian,79,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.84,Mrs,false,O(n log n),O(n),false,56-898-7284
Yiddish,46,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.79,Dr,false,O(n log n),O(n),true,90-537-4284
Northern Sotho,15,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.98,Honorable,true,O(n log n),O(n),false,08-184-4011
Afrikaans,16,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.34,Rev,false,O(n log n),O(n),false,37-623-4189
Finnish,40,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.82,Ms,true,O(n log n),O(n),true,56-787-4764
Chinese,41,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.62,Dr,true,O(n log n),O(n),false,12-112-3278
Zulu,46,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.81,Mrs,true,O(n log n),O(n),true,16-186-5522
Macedonian,56,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.64,Dr,true,O(n log n),O(n),true,83-521-5345
Albanian,58,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.46,Mr,true,O(n log n),O(n),true,73-258-3943
Ndebele,73,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.05,Honorable,true,O(n log n),O(n),false,13-454-2493
Persian,71,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.97,Ms,false,O(n log n),O(n),false,63-450-5246
Portuguese,52,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.12,Rev,false,O(n log n),O(n),true,76-225-8170
Persian,84,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.0,Honorable,true,O(n log n),O(n),true,06-328-3009
Norwegian,76,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.29,Mrs,true,O(n log n),O(n),true,91-096-7346
Bislama,52,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.19,Mr,true,O(n log n),O(n),true,25-909-4881
Dhivehi,23,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.62,Mr,false,O(n log n),O(n),false,32-161-3964
Tsonga,74,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.27,Mrs,true,O(n log n),O(n),false,66-318-5145
Somali,100,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.19,Rev,false,O(n log n),O(n),false,68-020-1659
Catalan,11,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.13,Ms,false,O(n log n),O(n),false,55-795-5826
Chinese,3,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.43,Honorable,false,O(n log n),O(n),false,63-949-1469
Portuguese,46,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.69,Rev,true,O(n log n),O(n),true,44-726-9271
Punjabi,43,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.78,Rev,true,O(n log n),O(n),true,90-980-7946
Latvian,75,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.37,Honorable,true,O(n log n),O(n),false,56-533-4150
Norwegian,25,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.91,Ms,false,O(n log n),O(n),true,83-051-9200
Zulu,66,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.78,Ms,true,O(n log n),O(n),false,31-636-8181
Azeri,90,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.16,Mrs,false,O(n log n),O(n),true,48-158-1442
Tok Pisin,47,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.65,Mr,false,O(n log n),O(n),false,94-910-7821
Zulu,32,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.74,Honorable,false,O(n log n),O(n),true,04-803-3261
West Frisian,72,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.61,Mrs,true,O(n log n),O(n),true,08-571-9097
Burmese,36,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.97,Ms,false,O(n log n),O(n),false,75-151-2992
Burmese,45,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.42,Ms,true,O(n log n),O(n),false,25-086-9924
Zulu,51,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.33,Honorable,true,O(n log n),O(n),false,33-105-5855
Bengali,49,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.83,Rev,false,O(n log n),O(n),false,49-418-5531
Guaraní,11,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.82,Rev,true,O(n log n),O(n),true,30-343-7803
Italian,77,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.55,Ms,true,O(n log n),O(n),false,18-980-0664
Northern Sotho,63,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.96,Honorable,true,O(n log n),O(n),true,87-968-4920
Arabic,7,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.47,Ms,false,O(n log n),O(n),true,26-967-9447
Spanish,65,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.61,Honorable,false,O(n log n),O(n),true,96-606-9050
Latvian,16,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.33,Dr,true,O(n log n),O(n),false,09-256-5272
Lao,33,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.71,Honorable,false,O(n log n),O(n),true,51-415-1739
Marathi,1,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.84,Rev,false,O(n log n),O(n),false,00-940-2071
Hiri Motu,48,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.87,Honorable,false,O(n log n),O(n),false,52-823-6198
Latvian,27,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.15,Honorable,true,O(n log n),O(n),false,50-516-5604
Azeri,56,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.14,Ms,true,O(n log n),O(n),false,14-707-3215
Norwegian,82,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.01,Ms,true,O(n log n),O(n),true,17-561-0594
Aymara,20,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.03,Honorable,false,O(n log n),O(n),true,41-378-4788
Thai,3,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.89,Honorable,true,O(n log n),O(n),true,30-407-6840
Lao,54,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.12,Rev,false,O(n log n),O(n),true,65-999-9690
Gujarati,41,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.58,Dr,true,O(n log n),O(n),false,26-436-8907
Nepali,4,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.65,Mrs,true,O(n log n),O(n),true,80-188-9664
Tok Pisin,100,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.99,Mr,false,O(n log n),O(n),false,68-588-3618
Norwegian,67,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.57,Mrs,true,O(n log n),O(n),true,42-774-2628
Assamese,95,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.42,Rev,false,O(n log n),O(n),false,99-702-2777
Latvian,73,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.21,Honorable,false,O(n log n),O(n),false,92-498-1846
Kurdish,75,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.33,Rev,false,O(n log n),O(n),true,24-938-9033
Tamil,27,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.5,Honorable,true,O(n log n),O(n),true,13-311-6193
Swati,94,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.35,Mr,true,O(n log n),O(n),true,45-295-2074
Thai,25,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.23,Ms,true,O(n log n),O(n),false,75-517-1472
Korean,42,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.79,Ms,true,O(n log n),O(n),true,41-768-0401
French,15,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.52,Honorable,false,O(n log n),O(n),false,18-534-8278
Romanian,49,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.85,Honorable,true,O(n log n),O(n),false,76-914-0897
Kazakh,24,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.14,Ms,true,O(n log n),O(n),true,14-161-5947
Sotho,91,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.89,Ms,true,O(n log n),O(n),false,91-708-7439
Bulgarian,32,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.42,Mr,true,O(n log n),O(n),false,26-310-2303
Finnish,65,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.43,Rev,false,O(n log n),O(n),true,25-659-1581
Bosnian,22,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.55,Rev,false,O(n log n),O(n),true,91-913-9837
Tamil,93,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.91,Ms,true,O(n log n),O(n),false,60-585-6982
Hungarian,76,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.99,Rev,false,O(n log n),O(n),true,57-139-1108
Kyrgyz,48,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.16,Mrs,true,O(n log n),O(n),true,85-985-0618
Bengali,59,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.92,Mrs,true,O(n log n),O(n),true,31-539-7445
Maltese,84,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.31,Rev,true,O(n log n),O(n),true,17-895-4687
Swahili,66,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.84,Rev,true,O(n log n),O(n),false,21-097-2105
Persian,68,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.54,Dr,false,O(n log n),O(n),true,93-127-8237
Amharic,7,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.02,Mr,false,O(n log n),O(n),true,24-155-0561
Bislama,50,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.44,Dr,false,O(n log n),O(n),true,45-614-5224
Thai,23,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.03,Rev,true,O(n log n),O(n),false,36-291-0615
Icelandic,10,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.12,Ms,true,O(n log n),O(n),true,62-032-7553
Tajik,50,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.12,Mr,false,O(n log n),O(n),false,84-422-6434
Moldovan,84,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.82,Mrs,false,O(n log n),O(n),true,01-330-8316
Lao,52,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.36,Dr,false,O(n log n),O(n),true,59-842-4540
Gagauz,75,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.12,Rev,true,O(n log n),O(n),true,19-479-1129
Maltese,37,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.57,Mrs,true,O(n log n),O(n),true,43-587-2242
Dutch,11,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.55,Ms,true,O(n log n),O(n),true,82-823-5406
Tamil,29,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.83,Honorable,false,O(n log n),O(n),true,81-452-8493
Latvian,89,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.03,Mr,false,O(n log n),O(n),false,17-173-8862
New Zealand Sign Language,59,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.55,Dr,false,O(n log n),O(n),true,59-996-8888
Kashmiri,66,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.52,Mr,false,O(n log n),O(n),true,64-999-8009
Telugu,33,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.35,Rev,true,O(n log n),O(n),true,70-137-6867
Guaraní,84,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.2,Mrs,true,O(n log n),O(n),true,59-985-8350
New Zealand Sign Language,14,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.39,Ms,false,O(n log n),O(n),false,76-141-2118
English,61,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.28,Ms,true,O(n log n),O(n),false,46-223-9438
Khmer,67,error: undefined method `first' for nil:NilClass,error: undefined method `first' for nil:NilClass,0.32,Honorable,true,O(n log n),O(n),true,99-588-8682
